image_id,disease,location,organ
28993605_f4-amjcaserep-18-1081,Consolidation,Both bilateral lower lobes,Lung(s)
28462098_fig0005,,,
29284921_F2,,,spleen
17309798_F2,...,...,...
29035775_fig0005,,shunt tubing,right atrium
28868006_F3,Neutrophilic Dermatosis,Dermis,Skin
29546028_fig0010,,right,abdomen
28946726_f3-aps-2017-44-5-434,Dentigerous cyst,Left,Mandible
28868006_F4,neutrophilic dermatosis,,skin
28868006_F4,leukocytoclasis,,skin
28868006_F4,mild papillary dermal edema,near the papillae,dermis
29546028_fig0040,reherniation,upper abdomen,digestive system
29546028_fig0040,reherniation,lower abdomen,digestive system
19351404_F1,invasive ductal carcinoma,,breast
28964265_Fig1,,Thoracic fields,Lungs
28852576_fig1,,,tumor mass
29250315_rjx245F1,,Port of the liver,Liver
28989287_f3-imcrj-10-319,Dextrocardia,Right side of chest,Heart
28989287_f3-imcrj-10-319,Cardiomegaly,Enlarged heart,Heart
28989287_f3-imcrj-10-319,Decreased pulmonary vascular markings,Less prominent blood vessels,Lungs
28832678_pone.0183724.g002,,,
29250315_rjx245F2,Bowel perforation,,Abdomen
19386135_F2,,,ACL
28983354_F1,pneumothoraces,around the chest area,pleura
28929004_fig1,Plasma cell leukemia,inner plexiform layer,retina
29434832_f3-ol-0-0-7530,tumor,right lobe,liver
15968146_F1,Diplopia and trigeminal neuralgia,left orbital fossa and apex,orbit
28929115_fig2,Inflammation,Joint space,Ankle
29416952_Fig7,Osteomyelitis,,Bone
17191323_F1,complete agenesis of the vagina,,vagina
17191323_F1,rudimentary uterus,2-cm diameter structure,uterus
28794372_g001,Cardiomegaly,,Heart
28794372_g001,Pulmonary congestion,,Lung
28794372_g001,Pleural effusion,,Pleura
29515415_F1,tumor recurrence,vaginal stump,vagina
17728527_F1,,two uterine horns,uterus
17728527_F1,,left hemivagina with hematocolpos,vagina
27605661_rjw148F1,Superior Mediastinum Enlargement,,Mediastinum
27605661_rjw148F1,Right Diaphragmatic Elevation,,Diaphragm
29029397_F1,Intradural pulmonary sequestration,,Lung
29515415_F2,lung lesion,,lungs
19480670_F1,Juvenile Idiopathic Arthritis (JIA),,Temporomandibular Joint (TMJ)
29225626_fig1,hemothorax,right upper lobe,pleurium
29085691_fig3,perineural invasion,,nervous system
29515415_F3,lung lesion,,lungs
17923743_F1,tumor,,thoracic spinal cord
29147592_fig4,myeloid hyperplasia,core biopsy at low magnification (100x),bone marrow
29515415_F4,Partial remission of a mass,,vagina
29099002_F1,infection,nonhomogeneous consolidation in the left hemithorax,left lung
29099002_F1,pleural effusion,base of the left lung,pleurium
29515345_F1,ascites,upper left quadrant,abdomen
29515345_F1,splenomegaly,upper left quadrant,abdomen
29515345_F1,hypoplasia,segments 2 and 3,liver
31306232_F2,renal clear cell carcinoma,,kidney
31306232_F2,high-level thrombus,level IV,blood vessel
29099008_F1,,Right lower lobe of the lung,Lung
29499765_Fig6,Cancer,,Liver
29506552_Fig2,,,
19583838_F3,,C3/4 segment,spinal cord
29230303_omx083F1,pericardial effusion,,chest
29230303_omx083F1,pleural effusion,lower left side,chest
11752965_F2,Myocardial Infarction,Left Anterior Descending Artery Territory,Myocardium
29230303_omx083F2,,right middle and lower lobes,lungs
11752972_F1,hippocampal atrophy,right,hippocampus
28469681_F1,mass,upper part,right lung
28469681_F1,mass,middle part,right lung
28469681_F1,mass,lower part,right lung
29623041_F7,Unknown,,Lung
29531877_FIG5,Mediastinal lymph nodes enlargement,meditubular area,mediastinum
11752972_F2,mild hippocampal atrophy,right,hippocampus
28469681_F3,,,LUNG
29531877_FIG6,Metastasis,,Adrenal Gland
11752972_F3,,,hippocampus
28321070_g001,pleural effusion,lower left side,pleurium
29596465_pone.0194998.g002,PanIN,,pancreas
29531877_FIG7,Lesion,Left upper lobe,Lung
11752982_F8,Subaortic stenosis,,Aorta
11752982_F8,Coarctation of the aorta,,Aorta
28321072_g001,Nodules,,Lung(s)
29596465_pone.0194998.g003,Pancreatic Tumor,,Pancreas
29596465_pone.0194998.g003,Pancreatic Cancer,,Pancreas
29596465_pone.0194998.g003,ERK-Active Pseudopapillary Tumor,Tumors,Pancreas
29403172_F1,Exophytic lesion,tail,pancreas
29403172_F1,Multiple lesions,,liver
11754330_F1,,,
29321967_fig1,cancer,Left lower lung,Lung
29321967_fig1,pleural effusion-related condition,Adjacent to the lung in the lower part of the chest cavity,Lung
29549236_f3-amjcaserep-19-304,...,...,...
11754330_F2,Pituitary adenoma,Sella turcica,Pituitary gland
28496510_F2,,,chest
28496510_F2,,,chest
28496510_F2,,,chest
29549236_f4-amjcaserep-19-304,No diagnosis provided,,liver
11754330_F4,Epidemic hemorrhagic fever,Within the Pituitary gland,Pituitary gland
29351196_vetsci-05-00009-f003,Neoplasms,,Eye
29549236_f5-amjcaserep-19-304,,,liver
11752925_F5,hippocampal sclerosis,arrow indicating a volume of interest (VOI) of 2.25 cm³,hippocampus
29361706_vetsci-05-00010-f002,Neoplasms,,lymphocytes
29488418_fig1-2045894018765346,aneurysmal dilatation,,heart-lung system
11752922_F1,,centrum semiovale,brain
28683724_Fig1,Community-acquired pneumonia caused by A. pittii,Right lower lobe,Lung(s)
29717222_Fig2,Not explicitly mentioned,inferior lobe,right lung
11752922_F3,Progressive Dementia,,Brain
28688453_Fig2,pneumonia,right lower lobe,lung
30158794_F5,neoplasms,,stroma
30158794_F5,neoplasms,elongated cells,
30158794_F5,neoplasms,necrotic debris,
30158794_F5,neoplasms,"small, round or oval-shaped cells",
29850365_fig1,aneurysm,ascending,aorta
29850365_fig1,aortic valve insufficiency,,aortic valve
29850365_fig1,ascendens aneurysm,distal part above sinus valsalvae,aorta
30158794_F6,neoplasms,islands and nests in the stroma,skin
29850339_fig1,tumor,deep portion,parotid gland
11752955_F13,hepatic metastases,hepatocellular area,liver
29264285_F10,,,
30120362_Fig4,Thymocyte Necrosis,,Thymus
29675442_FI05096-2,,,thoracic aorta
31598499_F3,hyperintense density,left,external auditory canal
29435503_F1,,,Chest
30250559_f1-ol-0-0-9297,MyD88-related cancer,,Bone
29622763_f2-amjcaserep-19-406,,,esophagus
30966027_polymers-09-00727-f015,,,tissue
29888031_F1,hyperattenuating lesion,posterior fossa,brain
20090873_F1,,,Uterus
30966027_polymers-09-00727-f020,,,skin
29744255_FIG2,Hypoplasia,Origin of the artery,Left Vertebral Artery
20090873_F2,ovarian cyst,,ovary
29390594_F3,atelectasis,,right upper lung
29390594_F3,atrial septal defect,,heart
24314717_f0010,,,cruciate ligament
29420748_rrx095F4,,,
20151008_F0002,cerebellar atrophy,lower back part of the brain,cerebellum
28794963_fig1,Bilateral infiltrate,,Thorax
28794963_fig1,Hilar adenopathy,Near the central part of the chest,Thorax
29739453_Fig7,nodules,right parietal lobe,brain
29056950_jgc-14-06-418-g001,mild cardiomegaly,,heart
29739453_Fig8,cryptorchidism,right groin area,testicle
29515979_g02,,,
31096705_pharmaceutics-11-00235-f006,AAutoimmune Ankylosing Spondylitis,,ankle joint
29854516_fig2,,,lungs
29854516_fig2,,arrow1,lungs
29854516_fig2,,new metastasis (arrow2),lungs
31632980_F2,Glioblastoma,,Brain
31575891_Fig2,Regenerative muscle fibers,Muscle fibers,Muscle
31575891_Fig2,Inflammatory muscle disease,Muscle fibers with myofibrillar disintegration and α-dystroglycan reduction,Muscle
31575891_Fig2,Muscular dystrophy,"Myofibrillar disintegration, focal folding of sarcolemma, mitochondria accumulation, Z-band abnormalities",Muscle
29118886_F2,Pneumothorax,airway/vessel,Thoracic Cavity
29118886_F2,Lung Infiltrates,,Lungs
31695296_f0005,,,pulp tissue
31632980_F9,Contrast-enhancement,Lesion at an axial plane,Brain
29118887_F2,,Left lung base,Lung
29118887_F2,,Right lung base,Lung
29118887_F2,,Pulmonary venous congestion,Pulmonary
31695296_f0010,,,Pulp tissue
30013804_fig4,,above the rectosigmoid mesentery towards the left abdominal wall in the pelvic floor,mesenterium
31632980_F12,tumor,,brain
29357899_Fig1,bilateral micro-nodular interstitial opacity,interstitium,lungs
29357899_Fig1,bilateral hilar adenopathy,hilar region,lymph nodes
31695563_fig6,,,gastric mucosa
30013805_fig3,,,Hip joint
31632980_F14,edema,,
31632980_F14,marginal edema,brain,brain
29844852_f1-kjm-11-1-5,,,trachea
31676003_Fig2,clear cell sarcoma,,kidney
30013805_fig5,,,
31632980_F17,tumor,,brain
29499701_Fig1,inflammation,,abdomen
29499701_Fig1,infection,lungs,chest
31978172_pone.0228011.g002,Steatosis,,Liver
29963368_fig1,Kidney stones,Inside the bladder,Bladder
31608199_FIG2,Cartilage degeneration,Proximal aspect of the lunotriquetral joint,Carpal bone
29477923_fig0005,Pleuritis,Left intercostal area,Pleurium
31929563_pgen.1008588.g002,,,prostate
29926815_F2,Hodgkin lymphoma,"parieto-occipital regions bilaterally and left parietal, right frontal subarachnoid space",Brain
29217889_F5,atelectasis,left lower lobe,lung
29942463_rjy091F1,No information,left,temporomandibular joint
29209510_Fig3,Congenital Diaphragmatic Hernia,,Diaphragm
31929563_pgen.1008588.g004,,P17 prostate tissues,prostate
31929563_pgen.1008588.g004,,P56 prostate tissues,prostate
31929563_pgen.1008588.g004,,Abnormal and undeveloped prostatic lobes,prostate
29226123_F1,Mass in upper lobe,,Lung
29226123_F1,Trachea displacement causing diaphragm elevation,,Lung
31929563_pgen.1008588.g006,,different prostatic lobes,prostate
29977508_rjy111F1,,head,pancreas
20097747_F2,Infarction,,Left ventricle
29270327_fig2,,lower part of the left lung,lungs
31905906_ijms-21-00251-f001,,Hemorrhagic Areas,Bone Marrow
29977513_rjy122F1,sero-cystic lesion,compressing the duodenal lumen; dilation of the Wirsung duct,pancreatic head
20607020_F0001,Disc Herniation,body of the C2 vertebra,Vertebra
29336401_F4,Possible Pneumonia/Pleuritis,Right Upper Lobe,Lung
29336401_F4,Possible Pneumonia/Pleuritis,Middle Lobe,Lung
31861664_ijms-21-00040-f001,Steatosis,increased lipid accumulation,Liver
31861664_ijms-21-00040-f001,Non-alcoholic steatohepatitis (NASH),"Lipid droplets in hepatocytes, Mallory-Denk bodies",Liver
31861664_ijms-21-00040-f001,Cirrhosis,"Extensive ECM deposition, fibrous bands, irregular nodules of hepatocytes",Liver
31861664_ijms-21-00040-f001,Hepatocellular carcinoma,"Abnormal cells with enlarged nuclei, irregular shapes",Liver
29977513_rjy122F2,sero-cystic lesion,pancreatic head,pancreas
20607020_F0002,Spinal Cord Abnormalities,,Spinal Cord
20607020_F0002,Spinal Cord Hyperintense Signal,C1-C2 level,Spinal Cord
29336403_F1,tumor,anterior mediastinum,mediastinum
29977504_rjy087F2,hypervascular mass,,Abdomen
21532780_F3,hemochromatosis,,heart
29336408_F2,pneumopericardium,,heart
20626876_F1,,,body
29487257_F1,,left lower lung fields,left lower lung fields
29977509_rjy115F1,aneurysm,,right iliac vein
20663168_F2,,displacement in its course,acetabulum
29564365_F1,Multifocal Pneumonia,Bilateral,Lungs
32140341_FIG1,,Right occipital scalp,Skin
29977509_rjy115F5,,,
21217913_F0002,,,
29559762_f1,atelectasis,left,lung
29942475_rjy127F1,Pancreatic cancer,Uncinate process,Pancreatic gland
21221228_F0001,Disc Herniation,,Spine
21221228_F0001,Tumor,Within the spinal canal near a disc herniation,Spine
29559762_f2,atelectasis,,right upper lobe
21221228_F0002,Disc Herniation,,Disc
29559762_f3,atelectasis,right lung,right lung
29942528_omx056F2,Inflammation,Right parotid gland lobe,Parotid gland
21221228_F0005,cancer,,brain
29552602_fig1-2333794X18762866,right parapneumonic effusion,lower right lung region,right lung
29942528_omx056F3,thrombosis,,right internal jugular vein
29942528_omx056F3,inflammation,,right parotid gland
29033442_g001,Cardiomegaly,,heart
29033442_g001,Pulmonary congestion,,lungs
29974002_fig1,hemoperitonum,spleen,abdomen
31832814_Fig1,tumor,pink, cerebrum
31832814_Fig1,tumor,pink, cerebrum
31832814_Fig1,tumor,indicated by white arrow, cerebrum
29021433_g001,,"Costophrenic angle, left upper lobe",Lung
29974002_fig2,hemoperitonum,,abdomen
29974002_fig3,Hemoperitonitis,Peritoneal cavity,Abdomen
21303567_F4,Hypertrophic Obstructive Cardiomyopathy (HOCM),left ventricular (LV) cavity,Left ventricle
29766079_TSACO2016000059F6,,between the heart and the mediastinum,ribcage
30128402_fig2,,,pancreatic duct
21697967_F2,Mass,brain tissue,Brain
21697967_F4,,tympanic opening,Ear
29564278_F1,,,Lung
29564278_F1,,,Lung
32366854_Fig2,NASH STAM,,Liver
29491316_g002,,,pancreas
29491316_g002,,small cysts,left kidney
29564282_F1,Eventration,right hemidiaphragm,Diaphragm
30127887_f2-ol-0-0-9033,lesions,,liver
30127887_f2-ol-0-0-9033,lesions,,lungs
22028536_F1,,,brain
29563965_Fig1,left diaphragm hernia,,diaphragm
29860550_Fig5,,,Lung
22028536_F2,enhancement of meninges,,meninges
29657378_F4,Hereditary Hemorrhagic Telangiectasia,Enlarged silhouette occupying more than normal portion of the thoracic cavity,Heart
29657378_F4,Hereditary Hemorrhagic Telangiectasia,"Loss of volume with dense tissue and less distinct borders, shift of mediastinum towards collapsed lung",Lung
32611325_Fig1,Primary Ductal Invasive Breast Carcinoma,,breast
32611325_Fig1,Chr 17 Polysomy,tumor cells,breast
30140209_F2,Merkel cell tumors,,Skin
22046568_fig6,myelomatous disease,,thoracic spine
22046568_fig6,myelomatous disease,,lumbar spine
29657378_F6,Hereditary Hemorrhagic Telangiectasia,,Lung
29657378_F6,Reduced Fluid Accumulation,Pericardial sac,Heart
32611325_Fig3,Brain metastatic cancer,Tumor cells,Brain
30131571_Fig5,,,mouth
30131571_Fig5,,,mouth
30131571_Fig5,,,mouth
21924510_f0005,Prostate Cancer,Right Pelvic Wall,Pelvic Wall
29398674_fig_001,Bronchi calcification,Bronchi,Lung
29398674_fig_001,Mass,Right caudal lung lobe,Lung
32637658_f0025,Appendicitis,Submucosa,Appendix
30159144_fig1,periampullary mass lesion,lumen,duodenum
22059132_F5,Embolization,Left paraspinal region,Spinal cord area
29922736_fig1,,,respiratory system
32637658_f0030,caseating epithelioid cell granulomas,,
32637658_f0030,Langhan's giant cells,,
32637658_f0030,caseous necrosis,,
30159144_fig2,periampullary tumor,,
22059150_F14,Silicone Implant Rupture,Extracapsular Soft Tissue,Implant
22059150_F14,Silicone Implant Rupture,Implant Shell Folds,Implant
32754037_f4,,hepatocytes (liver cells),liver
32754037_f4,,general inflammation,liver
30159144_fig3,,periampullary region near the ampulla of Vater,Liver
22303048_F1,,middle cerebellar peduncles,cerebellum
29744386_F1,pleuritis,right side of the ribcage,pleura
32680567_Fig2,neoplasms,supratentorial,brain
30143056_Fig2,chronic kidney disease,,
30143056_Fig2,cancer type,,
22303048_F2,Multiple Sclerosis,,Caudate
22303048_F2,Multiple Sclerosis,,Lentiform Nuclei
22303048_F2,Multiple Sclerosis,Grey Matter,Frontal Lobe
29850303_fig2,Bilateral patchy opacities,Periphery of both lung zones,Lung
32645935_jcm-09-02141-f002,Nocardiosis,,Retroperitoneum
30144813_Fig1,,,spleen
22323922_F3,Unknown,,Pectoralis muscle
29850303_fig4,Pulmonary Edema,Near lung bases or peripheries,Lung(s)
30159173_fig2,,pericardial space,pericardium
22323922_F4,Unknown,,Brain
30087316_f1-amjcaserep-19-927,Diffuse bilateral infiltrates,,Lung
30087316_f1-amjcaserep-19-927,Mild cardiomegaly,Slight enlargement of the heart silhouette,Heart
30159183_fig1,emphysema,,chest wall
30159183_fig1,bronchiectasis,lung parenchyma,bronchi
22111522_F3,Spinal canal stenosis,L4/5,Lumbar spine
30089768_f1-amjcaserep-19-932,,vein of Marshall,vene
32781576_pharmaceutics-12-00739-f007,asthma,infiltration of inflammatory cells,lung
32781576_pharmaceutics-12-00739-f007,asthma,goblet cells,lung
30159194_fig1,,retroperitoneal space,retroperitoneum
29576784_F2,Heart Disease,Abdomen,Heart
29576784_F2,Chest Pain,Abdomen,Heart
32717968_microorganisms-08-01104-f001,hepatitis,hepatocytes,liver
30159194_fig2,No specific disease mentioned,,Small Bowel
30159194_fig2,No specific disease mentioned,Within dilated small bowel loops,Small Bowel
22479410_pone-0033533-g001,Manganese toxicity,striatum,Brain
29581640_f01,multiple lung nodules,within the lung tissue,lungs
33029471_FIG4,metastatic squamous cell carcinoma,between the mucosa and muscularis propria layers,small bowel
29873586_fig1-2045894018785047,,,right ventricular outflow tract
29873586_fig1-2045894018785047,,,main pulmonary artery
22246410_Fig2,synovial hypertrophy,suprapatellar recesses,knee joint
22246410_Fig2,synovial hypertrophy,medial posterior condyle,knee joint
33133854_FIG3,Appendicitis,Epiploic appendage,Appendix
22246410_Fig4,bone erosion,lateral tibia plateau,tibia
30174979_fig1,Pneumothorax,Right-sided,Lung
33243210_Fig4,,,gluteus medius bone tendon junction
30237943_FIG3,Thymic carcinoma,Right part of the image,Thymus
30237943_FIG3,Thymic carcinoma,Left part of the image,Thymus
30174979_fig2,subcutaneous emphysema,on the surface,subcutaneous tissue
33363038_f2,NKTCL tumor,,skin
30237943_FIG4,Pleural Implants,Pleural Regions,Pleurium
30237943_FIG4,Pericardial Implants,Pericardial Regions,Pericardium
30174979_fig3,Pneumothorax,Increased radiolucency,Chest
33441759_Fig7,rat calvaria defects,,calvarium
30250498_FI1700005-2,Aneurysm,,Arterial System
30174979_fig6,pneumothorax,right-sided,lung
22654620_fig3,,,
29760834_F2,Enlarged cardiac silhouette,,Heart
29760834_F2,Vascular congestion,in the lung fields,Lung fields
33441963_Fig2,,,spleen
33441963_Fig2,,,testis
33441963_Fig2,,,brain
33441963_Fig2,,,liver
33441963_Fig2,,,kidney
33441963_Fig2,,,intestine
29258346_fig1-1534735417747984,hyperdense mass,mid to lower pole,kidney
22778971_fig1,Osteochondral Fracture,Lateral Condyle of the Knee,Knee
29760834_F6,Cavitary Lesion,Right Upper Lobe,Lung
29760834_F6,Enlarged Heart Silhouette,Mediastinum,Heart
32788533_g006,Neuroblastoma,Geographic necrosis,Pituitary
32788533_g006,Vascular inflammation,Middle-sized arteries,Pituitary
29258346_fig2-1534735417747984,noncalcified nodule,upper lobe of the left lung,lung
22778971_fig4,,,Bone
29742106_pone.0193293.g002,Tuberculosis,,Lung
33374303_cells-10-00020-f001,,,
30214712_rjy238F1,,,
33374379_cells-10-00022-f002,,,gastrocnemius
33374379_cells-10-00022-f002,,,gastrocnemius
33374379_cells-10-00022-f002,,,gastrocnemius
29258346_fig9-1534735417747984,Metastatic mass,Left lung,Lung
22754450_F1,acidemic encephalopathy,frontal lobe,brain
22754450_F1,acidemic encephalopathy,frontal lobe (bilateral),brain
22754450_F1,acidemic encephalopathy,cortex,brain
33659241_F4,,,Brain
33659241_F4,,,Heart
33659241_F4,,,Liver
33659241_F4,,,Lung
33659241_F4,,,Kidney
30250743_omy057F2,Subcapsular lesions,"Near the surface of the abdominal organs, indicating abnormal tissue growth",Abdomen
30250743_omy057F2,Peritoneal deposits,Within the peritoneal cavity,Abdomen
