26001080_pone.0127460.g003,NALT,,lymphoid organ
26001080_pone.0127460.g003,TALT,,lymphoid organ
26001080_pone.0127460.g003,Runx1−/−,,lymphoid organ
26001080_pone.0127460.g003,Col2a1-Cre,,lymphoid organ
26001080_pone.0127460.g003,Runx2,,lymphoid organ
26001080_pone.0127460.g003,Runx3−/−,,lymphoid organ
32201599_f8,hypodense halo,lung,lung
26241167_fig0005,mass,spleen,spleen
26000966_pone.0127350.g001,lymphohistiocytic infiltrate,interstitial,lung
32201612_f2,large-cell neuroendocrine carcinoma,carcinoma,lung
26377397_Fig2,grey matter lesions,grey matter,brain
26377397_Fig2,grey matter lesions,grey matter,brain
26377397_Fig2,white matter lesions,white matter,brain
32552792_Fig1,bilateral infiltrates,lung fields,lungs
33585675_F1,granulomatous inflammation,marrow,bone marrow
32201612_f3,retroperitoneal hematoma,retroperitoneal,kidney
26379183_pone.0138254.g001,dystrophic,hind limb,muscle
26379183_pone.0138254.g001,hyperintensity,T2-weighted,muscle
32572363_fig0005,lungs,glomeruli,lungs
32572363_fig0005,heart,glomeruli,heart
32572363_fig0005,surrounding structures,glomeruli,lungs
33585675_F2,extensive fibrosis,collagen fibers,bone marrow
33585675_F2,infiltrative small lymphocytes,collagen fibers,bone marrow
33585675_F2,plasma cells,collagen fibers,bone marrow
33585675_F2,rare eosinophils,collagen fibers,bone marrow
33585675_F2,rare atypical cells,collagen fibers,bone marrow
32201612_f4,liver metastasis,liver,liver
26509113_f0005,collateral edema,cortical level,brain
26509113_f0005,collateral edema,subcortical level,brain
32541516_F1,pleural effusion,pleura,lung
26064727_fig3,tumor cells,squamous component,lung
26064727_fig3,tumor cells,intracellular mucin,lung
32206115_F3,HCC metastasis,metastatic nodules,liver
26538811_fig_002,brain,yellowish-white areas,brain
32541516_F3,congenital diaphragmatic hernia,diaphragm,diaphragm
26064727_fig4,metastatic obturator lymph node,obturator,lymph node
32211473_fig3,left SI joint autofusion,left,sacroiliac joint
32211473_fig3,external rotation and extension of the left ilium,left,ilium
32572360_FIG1,pneumoperitoneum,abdominal cavity,abdomen
26064425_fig6,muscle atrophy,gastrocnemius,gastrocnemius muscle
32215159_fig0001,Meckel's diverticulum,area,intestine
27026835_FIG11,cerebellum,,cerebellum
27026835_FIG11,brainstem,,brainstem
27026835_FIG11,fourth ventricle,,fourth ventricle
33633150_Fig2,TILs,tumor,tumor
32215159_fig0002,Meckel's diverticulum,ileum wall,ileum
27026835_FIG12,foramen magnum,foramen,skull
32577367_fig1A,lung mass,apex,lung
33833959_F1,cellular disorganization,irregularly shaped cells,tissue
33833959_F1,cellular disorganization,disrupted cell boundaries,tissue
33833959_F1,cellular disorganization,irregularly shaped cells,tissue
27034872_fig1,tumor mass,base,tongue
32577367_fig1B,lung mass,apex,lung
33833959_F2,inflammation,empty,tissue
33833959_F2,tissue damage,empty,tissue
33833959_F2,inflammation,empty,tissue
33833959_F2,tissue damage,empty,tissue
27199892_F1,pituitary gland,pituitary stalk,pituitary gland
27199892_F1,pituitary gland,cavernous sinus,pituitary gland
27199892_F1,pituitary gland,optic chiasm,pituitary gland
31890555_fig1,needle-shaped foreign body,distal endobronchial lumen,lung
33833959_F3,inflammation,multiple,tissue
33833959_F3,cellular disorganization,multiple,tissue
27298844_F1,hypo-intense lesion,root,nerve
33833960_F2,burnt skin,skin,skin
32440415_F2,C1 fracture,arch,vertebra
27414995_fig0005,fluid collection,right facet joint,facet joint
32642390_FIG1,infiltrates,peripheral,lungs
33833960_F3,angiogenesis,blood vessels,kidney
32440415_F3,C1 fracture,C1 ring,spine
32642353_FIG1,lungs,glomeruli,lungs
32642353_FIG1,heart,glomeruli,lungs
32642353_FIG1,ribcage,glomeruli,lungs
32642353_FIG1,spine,glomeruli,bones
32642353_FIG1,clavicles,glomeruli,bones
33833960_F4,fibrosis,dense strands,tissue
32387824_fig0010,Amyand's hernia,lower part,inguinal region
27597889_Fig1,MRgFUS,brain,brain
32642350_FIG3,pneumothorax,outer edge,lung
32642350_FIG3,pneumomediastinum,streaks,mediastinum
33816486_F5,bone mineral density,vertebral,skeleton
33816486_F5,bone mineral density,whole-body,skeleton
32455036_fig1,target lesion,lung,lung
33824793_FIG2,ischemic infarct,right,basal ganglia
33824793_FIG2,hemorrhagic transformation,,basal ganglia
32702723_F1,bilateral infiltrates,lung fields,lungs
33841160_F4,mast cells,empty,skin
32440331_f1,stenosis,artery,artery
27357329_F0001,recurrent t-GCT,anterior to the lateral meniscus,knee
27357329_F0001,recurrent t-GCT,infrapatellar fat pad,knee
27357329_F0001,recurrent t-GCT,recessus lateralis posterior to the lateral femoral condyle,knee
32685374_fig0005,COVID-19 infection,lung area,lung
33247695_F1,p16 immunohistochemistry,nuclei,cervical carcinoma
33247695_F1,H&E staining,,tissue
27357329_F0002,t-GCT,posterior compartment of the joint,knee
27357329_F0002,t-GCT,popliteal fossa,knee
32307751_F3,insulin,islets cultured on 3D ECM,islets
32307751_F3,insulin,islets cultured on 3D ECM,islets
32307751_F3,insulin,islets cultured on 3D ECM,islets
32307751_F3,cell nuclei,islets cultured on 3D ECM,islets
27235145_Fig3,tumor,,LV
27235145_Fig3,tumor,,TV
27235145_Fig3,tumor,frontal horn,LV
27235145_Fig3,tumor,peripheral edema,thalamus
32275053_F2,fracture or damage,pelvis,pelvis
26035394_DMM020859F5,core-like lesions,areas devoid,soleus muscle
27818756_SFS170F1,brain,cerebrum,brain
32561535_F1,TIA,,brain
32561535_F1,ischaemic stroke,,brain
32561535_F1,CTA,,brain
32561535_F1,SBP,,brain
32561535_F1,DBP,,brain
33863965_Fig5,vestibular schwannoma,brainstem,brain
32575475_diagnostics-10-00417-f011,bacterial pneumonia,lung,lungs
33880231_F1,syringx,spinal cord,spinal cord
33880231_F1,extramedullary intradural isodense mass,Th2-3 level,thoracic spine
32575475_diagnostics-10-00417-f012,viral pneumonia,interstitial,lungs
26248878_f7,recellularisation,empty,liver
26248878_f7,Ki67 staining,empty,liver
26248878_f7,recellularisation,empty,liver
26248878_f7,Ki67 staining,empty,liver
26248878_f7,recellularisation,empty,liver
26248878_f7,Ki67 staining,empty,liver
26248878_f7,cell count,empty,liver
26248878_f7,SEM images,empty,liver
32431986_FIG2,mass,unknown,unknown
28033255_F1,enlarged liver,liver,liver
26425574_fig2-2324709613486356,nodular lymphoid infiltrate,marrow interstitium,bone marrow
32431992_FIG1,ground-glass opacities,perihilar right upper lobe,lungs
32431992_FIG1,ground-glass opacities,lingular left lower lobe,lungs
32431992_FIG1,ground-glass opacities,posterior left lower lobe,lungs
32431992_FIG1,ground-glass opacities,lingular left lower lobe,lungs
28045950_pone.0168449.g009,segmentation,brain,brain
26425574_fig3-2324709613486356,atypical lymphocytes,,lymph node
26425574_fig3-2324709613486356,tumor cells,,lymph node
26425574_fig3-2324709613486356,histiocytes,,lymph node
26425574_fig3-2324709613486356,granuloma formation,,lymph node
26425574_fig3-2324709613486356,atypical lymphocytes,,lymph node
26425574_fig3-2324709613486356,tumor cells,,lymph node
26425574_fig3-2324709613486356,histiocytes,,lymph node
26425574_fig3-2324709613486356,granuloma formation,,lymph node
26425574_fig3-2324709613486356,atypical lymphocytes,,lymph node
26425574_fig3-2324709613486356,tumor cells,,lymph node
26425574_fig3-2324709613486356,histiocytes,,lymph node
26425574_fig3-2324709613486356,granuloma formation,,lymph node
26425574_fig3-2324709613486356,kappa light chain,,lymph node
26425574_fig3-2324709613486356,lambda light chain,,lymph node
26425574_fig3-2324709613486356,tumor cells,,lymph node
26425574_fig3-2324709613486356,epithelioid histiocytes,,lymph node
26425574_fig3-2324709613486356,foreign-body type multinucleated giant cell,,lymph node
32432011_FIG2,pancreas,pancreas,pancreas
28127426_Fig5,T2-W FSE,gel,gel
32646452_Fig1,patchy infiltrates,lower lobes,lung
32646452_Fig1,patchy infiltrates,right upper lobe,lung
26252485_pone.0134703.g005,acanthosis,empty,skin
26252485_pone.0134703.g005,epidermal hyperplasia,empty,skin
26252485_pone.0134703.g005,proliferation,empty,skin
26252485_pone.0134703.g005,inflammation,empty,skin
31821306_F1,arterial bleeding,blood vessel,blood vessels
28127426_Fig8,thermal lesions,three regions,gel phantom
32645040_pntd.0008257.g002,basilar consolidation,lung,lung
26252492_pone.0132727.g006,MSH2,kidney,kidney
26252492_pone.0132727.g006,MSH6,kidney,kidney
31821306_F2,arterial bleeding,artery,arterial
28127426_Fig9,thermal lesions,axial plane,gel
29872591_FIG1,pleural effusion,right lung,lung
29872591_FIG1,pleural effusion,left lung,lung
26252010_pone.0135142.g003,subacute vasculitis/perivasculitis,heart base,heart
31821297_F12,lungs,empty,lungs
31821297_F12,liver,empty,liver
28127426_Fig10,thermal lesions,signal intensity,gel phantom
32725054_f02,consolidation,alveoli,lung
26770211_fig5,defect closure,vertebral bone,vertebral bone
28205627_f6,blood volume injection,3 mL,rabbit
32838012_fig1,pneumonia,right lower lobe,lung
26685899_f4,dry eye,cornea,cornea
27494894_F6,tumor volume,rat,rat
32181183_F1,pulmonary edema,lung field,lung
26657001_pone.0144617.g003,CT26-KR tumors,cells,tumor cells
31821297_F14,abnormalities,kidneys,kidneys
28381256_Fig1,hemispheric left focal hyperintensity area,left hemisphere,brain
28381256_Fig1,left extracranial ICA critical stenosis,left extracranial ICA,ICA
32181183_F6,pulmonary edema,lung fields,lung
26715846_f8-ijn-10-7397,apoptotic cells,tissue,tissue
31821297_F15,heart,heart,heart
31821297_F15,liver,liver,liver
31821297_F15,kidneys,kidneys,kidneys
34068875_ijms-22-05188-f002,liver,liver,liver
32190449_FIG1,opacity,right lower lung,lung
26397183_f4-ijmm-37-01-0021,skin wounds,skin,skin
31821309_F2,patellar tendon avulsion,tibial tuberosity,knee
34068430_medicina-57-00495-f001,left ovarian cyst,left ovary,ovary
34068430_medicina-57-00495-f001,supposed urachal cyst,midline abdomen,urachal
34068430_medicina-57-00495-f001,urinary bladder,lower pelvis,urinary bladder
32190452_FIG3,infiltrates,right-sided,lung
32190452_FIG3,atelectasis,absence,lung
26694869_pone.0145369.g001,absence of cornified layers,epidermis,epidermis
26694869_pone.0145369.g001,increased accumulation of Laminin B1 and β1 Integrin,basal layer,epidermis
26694869_pone.0145369.g001,delayed expression of Keratin 10,basal layer,epidermis
26694869_pone.0145369.g001,absence of Loricrin expression,basal layer,epidermis
31821309_F6,tendon repair,area,tendon
31789262_fig0005,survival curves,lung,lung
26694869_pone.0145369.g006,epidermal atrophy,epidermal,skin
26694869_pone.0145369.g006,integrin localization,epidermal,skin
26694869_pone.0145369.g006,integrin localization,epidermal,skin
32699986_Fig1,tumor,body,body
34163694_sch1,MOF pore structures,,kidney
34163694_sch1,MOF pore structures,,kidney
34163694_sch1,MOF pore structures,,kidney
32618262_f3,scatter plot,empty,chest
33985585_Fig5,diabetic rats,,tibias
33985585_Fig5,ADM2,,tibias
33985585_Fig5,GW9662,,tibias
33985585_Fig5,DM group,center zone,tibias
33985585_Fig5,control group,,tibias
33985585_Fig5,osteocalcin (OCN),,tibias
32699986_Fig3,tumor,body,body
34090428_Fig4,T2-weighted MRI,brain,brain
32618262_f4,severity score,empty,chest
26868906_f2,AFAI-MSI,empty,breast
32664061_F7,pilon fracture,diaphysis,tibia
32664061_F7,pilon fracture,ankle joint,tibia
34158850_F6,tumors,brain,brain
32618262_f5,lung abnormalities,alveoli,lungs
26868906_f3,breast ductal carcinoma in situ,ductal carcinoma,breast
32774271_F1,CT scan,,lungs
32774271_F1,CT scan,,heart
32774271_F1,CT scan,,lungs
32774271_F1,CT scan,,ribcage
32774271_F1,CT scan,,blood vessels
34138852_pone.0250964.g003,tumor,brain,brain
34138852_pone.0250964.g003,tumor,brain,brain
32534599_f1,opacities,peripherally,lungs
26005972_f04,sarcomatoid cells,tissue,tissue
31965320_Fig2,intracranial pressure,brain,brain
31965320_Fig2,cerebrospinal fluid,brain,brain
32834903_fig1,pneumonia,left lower lobe,lung
26200554_f1,coagulative necrosis,seminiferous tubule epithelium,testis
26200554_f1,edema,,testis
26200554_f1,sloughed germinal cells,,testis
32665588_Fig5,total effective dose,center,water phantom
33409796_Fig4,inflammation,bowel wall,colon
30087821_FIG5,pneumothorax,pleural space,lung
26200554_f2,seminiferous tubule morphology,seminiferous tubule,testis
32665588_Fig8,CT scan,phantom,abdomen
30087821_FIG7,pneumothorax,right thorax,thorax
30087821_FIG7,pneumothorax,beginning of the lung,lung
30087821_FIG7,pneumothorax,normal lung,lung
34204833_antibiotics-10-00711-f003,CMV infection,hepatocytes,liver
34204833_antibiotics-10-00711-f003,CMV infection,central veins,liver
32719336_Fig2,alar cartilage,alar cartilage,nose
28552902_f2-amjcaserep-18-593,swelling of the hypophysis stalk,stalk,hypophysis
28552902_f2-amjcaserep-18-593,disappearance of brightness,posterior lobe,hypophysis
30087821_FIG8,pneumothorax,left side,lung
30087821_FIG8,pneumothorax,right side,lung
34204833_antibiotics-10-00711-f008,macrophages,bone,bone
34204833_antibiotics-10-00711-f008,osteoclasts,bone,bone
34204833_antibiotics-10-00711-f008,osteoblasts,bone,bone
32754393_FIG1,masses,"segments II, III, IV",liver
28654387_fig4-1536012117708722,U87 glioma,tumor,brain
30087816_FIG1,cavitation,right upper lobe,lung
30087816_FIG1,fibrosis,right upper lobe,lung
30087816_FIG1,cavitation,boot-shaped,heart
34199317_ijms-22-06332-f004,steatosis,liver cells,liver
34199317_ijms-22-06332-f004,fibrosis,liver tissue,liver
34199317_ijms-22-06332-f004,non-alcoholic fatty liver disease activity score,,liver
34199317_ijms-22-06332-f004,lobular inflammation,,liver
34199317_ijms-22-06332-f004,ballooning degeneration,,liver
32754393_FIG2,Streptococcus mitis abscesses,abscesses,abdomen
28674366_g001,tumor,L4,vertebrae
34198671_cancers-13-02980-f004,lung cancer,primary tumor,lung
34198671_cancers-13-02980-f004,lung cancer,PDX passages,lung
34198671_cancers-13-02980-f004,lung cancer,adjacent lung tissue,lung
32754399_FIG1,peripancreatic fat stranding,peripancreatic,pancreas
32754399_FIG1,absence of the gallbladder,gallbladder fossa,gallbladder
28674366_g002,tumor,vertebral foramen,vertebrae
32802332_f6-mco-0-0-02106,SAPIEN 3 valve,valve,heart
34249796_gf04,teratoma,neuroepithelial tissue,brain
32838177_Fig3,brain,gray matter,brain
28841841_Fig1,cerebral edema,high parietal region,brain
28841841_Fig1,acute convexal SAH,high parietal region,brain
28841841_Fig1,vasculitis,pachy- and leptomeningeal enhancement,brain
27153940_Fig2,pigmented macrophages,liver,liver
28846686_pone.0180268.g001,active tumor,brain,brain
28846686_pone.0180268.g001,necrosis,brain,brain
34203873_biomolecules-11-00889-f001,hematoxylin and eosin staining,tissue,tissue
34203873_biomolecules-11-00889-f001,immunohistochemistry,tissue,tissue
34322252_ccr34489-fig-0002,dilatation of the cerebral ventricles,cerebral ventricles,brain
33042690_FIG3,airspace infiltrates,bilateral airspace,lung
34203756_cells-10-01501-f001,intermediate trophoblasts,stroma,placenta
32907615_Fig1,Pulmonary Langerhans cell histiocytosis,lung parenchyma,lung
34322252_ccr34489-fig-0003,altered signal intensity,spinal cord,spinal cord
34322252_ccr34489-fig-0003,dilated,ventricles,cerebral ventricles
33042690_FIG4,infiltrates,bilateral airspace,lungs
34203756_cells-10-01501-f010,chronic hepatitis,empty,liver
34203756_cells-10-01501-f010,HCV antigens,hepatocytes,liver
32907615_Fig3,BRAF-kinase inhibitor,lung,lung
32907615_Fig3,MEK inhibitor,lung,lung
28887523_Fig2,mallet finger injury,avulsion fragment,hand
33042690_FIG5,airspace opacities,alveoli,lungs
34203756_cells-10-01501-f016,malignant lymphoma,peripheral zone,tissue
34203756_cells-10-01501-f016,malignant lymphoma,central area,tissue
34203756_cells-10-01501-f016,malignant lymphoma,outer zone,tissue
32912293_Fig4,HU-response,,CT
28887523_Fig3,mallet finger injury,extensor tendon,finger
33042690_FIG6,opacities,bilateral,lungs
34203756_cells-10-01501-f018,essential thrombocythemia,aspirated bone marrow,bone marrow
32917164_Fig3,sacral promontory,sacrum,pelvis
29034115_f0005,nogo vs go conditions,anterior cingulate cortex,brain
33072684_F1,acute respiratory distress syndrome,multi-lobar infiltrates,lungs
34203756_cells-10-01501-f022,amebic infection,liver,liver
32917164_Fig4,sacral promontory,promontory,sacrum
29100521_Fig2,BK-12,glomeruli,kidney
29100521_Fig2,ED-15,glomeruli,kidney
29100521_Fig2,HL-16,glomeruli,kidney
29100521_Fig2,LA-19,glomeruli,kidney
33052256_fig1,pneumonia,right lung,lung
34203756_cells-10-01501-f027,Ki-67 immunoreactivity,foci of dystrophic calcification,breast cancer
32917234_Fig2,loose bodies,,skeletal structure
32917234_Fig2,loose bodies,,internal structures
32917234_Fig2,loose bodies,,internal structures
29100514_Fig1,lumbar facet joint degeneration,lumbar,facet joint
33052256_fig2,inhomogeneous opacity,paracardial aspects,lungs
33052256_fig2,inhomogeneous opacity,lateral aspects,lungs
34203756_cells-10-01501-f034,p53 expression,nuclei,colon
32917174_Fig1,bilateral abdominal lesions,lesions,abdomen
29124105_dfig1,FreeSurfer regions of interest,brain,brain
33052256_fig3,pneumonia,both lungs,lungs
34203756_cells-10-01501-f050,Mycobacterium leprae,portal area,liver
34203756_cells-10-01501-f050,Mycobacterium leprae,cytoplasm of macrophages,liver
34203756_cells-10-01501-f050,Mycobacterium leprae,hepatocytes,liver
29201482_fig2,cutis verticis gyrata,scalp,scalp
33052256_fig4,pneumonia,bilateral,lung
34203756_cells-10-01501-f052,prostatic adenocarcinoma,prostate,prostate
